title,price,area,district
紫玉山庄 双拼别墅 装修好 打电话过来随时看 有钥匙,70000,243,朝阳
国瑞城+正规南向一居+视野采光好+业主人好,7000,60,东城
三元桥凤凰城二期东北2室,16000,109,朝阳
北苑路北 天怡家园东南北三居室 高层 采光好 随时起租,13000,130,朝阳
北苑路北 天溪园南北通透两居室 客厅朝南 交通便利,11000,127.99,朝阳
西二旗当代城市家园南北2室,8500,117,海淀
华威桥美景东方东南3室,14000,129,朝阳
玉桥合生滨江帝景1期南3室,7000,112,通州
果园新华联家园北区南1室,4000,45,通州
宋家庄方泽园南1室,5500,45.28,丰台
望京朝庭公寓东1室,28000,240,朝阳
通州北苑世纪星城南北2室,3500,108.59,通州
西城 宣武 西单 菜市口 中信锦园 南北东明卫 可长租 地铁,12000,94,西城
三里屯三里屯SOHO公寓东北4室,42000,253.47,朝阳
临河里华远铭悦南北2室,5300,88.56,通州
水上华城复式两居室+明厨双卫+家具全+新装修+方便看,12000,131,东城
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,50000,331,海淀
西二旗当代城市家园北1室,5500,54,海淀
大望路东方雅苑南北2室,10000,95,朝阳
太阳宫万方景轩南西2室,12000,105,朝阳
双井百环家园东南3室,12500,139,朝阳
西单金宸国际公寓南3室,26000,134.79,西城
富力城国贸两居+可空房+有钥匙随时看+带阳台+交通便利,11000,87.25,朝阳
九棵树靓景明居南2室,6000,80,通州
甘露园天天朝阳南北2室,8500,121.77,朝阳
崇文门+有钥匙+采光好可长租+高层朝南一居+新裕+新景家园旁,7500,60,东城
东花市东向两居，安静观花园，室内干净，随时看有钥匙,9000,92,东城
广渠门内南北四居，高层视野好，家具电齐全，位置安静，人车分流,32000,266.01,东城
东直门当代万国城南北3室,35000,242.2,东城
欢乐谷世纪东方城东西2室,7500,81,朝阳
新，设施全部配齐，临九棵树城铁，可聊,10000,125,通州
租房成本可大聊，设施齐全，新，随时可看，小区中间位置,5000,81.5,通州
可聊，设施齐全，储物空间多，随时可看,4500,100,通州
四惠 远洋天地 保养好两居室 家具齐全 方便看 使用面积大,10500,120,朝阳
云趣园二区 南北通透两居室,5600,93.51,昌平
双井，富力城D区，水系旁的南北两居室，一层带花园，户型好,18000,119.78,朝阳
酒仙桥和乔丽晶一期东南2室,17000,133,朝阳
中广宜景湾南北通透四居室，客厅主卧朝南观公园，卧室分离私密,21000,214,朝阳
高层对花园 全南采光舒适 视野开阔 新家具家 电 房源有钥匙,6500,51,朝阳
新景家园东向一居，家具电齐全，室内干净，采光视野好,7500,66,东城
崇文门新世界太华公寓东2室,19000,152,东城
陶然亭中信锦园南2室,15000,97,西城
本人主做太阳宫 三元桥片区欢迎致电187-0150-7047,14500,99.39,朝阳
燕莎国际港东南4室,18500,166,朝阳
广安门西豪逸景南1室,7900,73,西城
融域嘉园，不临街位置 南北板楼三居室 随时入住，内置齐备；,15800,148.8,朝阳
慧谷时空南向三居室 安静不临街 带电梯 采光视野好,15000,120,朝阳
季景沁园南北三居室 安静不临街 带电梯 采光视野好,15000,139,朝阳
西园一区西南三居室 安静不临街 带电梯 采光视野好,12000,104.94,朝阳
新景家园南向一居，高层无遮挡，采光充足，家具电齐全，交通便利,6800,58.46,东城
北四环一瓶八斗87平米正规两居室大屯路东两百米方便看,10500,87,朝阳
森林公园旁澳林春天3期正规三居室双卫+居家装修家居电器齐全,12000,132.43,朝阳
澳林春天 高层东南北三向采光 可长租房主人很好,31500,302.43,朝阳
澳林春天 南北三居室 有电梯，浅色靓装，随时入住,18000,157,朝阳
2014年房  玉石装修  中式皮质沙发   高楼层视野好,28000,162.13,朝阳
北四环鸟巢边慧忠北里5300正规一居室方便看,5300,51.37,朝阳
东直门当代万国城北东3室,25000,140.06,东城
通州北苑京贸国际公寓西3室,8000,129.6,通州
酒仙桥晶都国际东北1室,6000,65.6,朝阳
润枫水尚 南北通透三居  挨着朝阳大悦城 地铁青年路站,19000,160.12,朝阳
朝青润枫水尚南北3室,15500,161,朝阳
东北2居室，简单装修，客厅宽敞，楼层高，视野好,8200,100.91,石景山
万寿路 西钓鱼台嘉园 南北通透四居室 临河观河 采光好,25000,212,海淀
西三环，人车分流，采光好，视野无遮挡，近地铁,22000,121.94,朝阳
永定路西里 两居室 装修保养好 楼层高视野好,9500,92.4,海淀
崇文门国瑞城A区南北3室,35000,251.13,东城
远洋沁山水 89平 西向两居室 装修保养好 方便看,9400,89,石景山
可长租+不临街+观景好+有钥匙+家具齐全+地铁10号线车道沟,15500,160,海淀
成寿寺中海城圣朝菲东西3室,8500,101.42,丰台
紫金长安三期 东南向三居室 双卧朝南 采光好,22000,171.5,海淀
缘溪堂南北3居室，临玉渊潭公园，85平米客厅，接待和居家均可,48000,294.77,海淀
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,18000,155,海淀
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,9500,94.56,海淀
中高楼层，目前业主自己住着，装修好，保养如新。,75000,391,朝阳
华贸公寓 装修保养好，无遮挡，功能全面，看。房方便,11500,63,朝阳
华纺易城东区正规两居，价格低，地铁6号线，朝阳大悦城。,8800,88,朝阳
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,28000,183.08,海淀
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,22000,191,海淀
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,20000,176.69,海淀
双井首城国际D区南2室,13000,88.17,朝阳
朝青国美第一城南2室,8500,98.46,朝阳
万寿路 五棵松  双阳台两居室 板楼 可以配齐,12000,105,海淀
办 公一居室+装修保养好+世纪城,17000,113,海淀
通州北苑京贸国际公寓东北室,8500,150,通州
通州北苑通典铭居南东2室,5800,87.39,通州
方庄芳城东里南北3室,12000,136,丰台
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,16000,173.5,海淀
国奥村 一层带40平米花园 +居家装修+之前自住保持好+奥森,21000,163.8,朝阳
临河里华业东方玫瑰南2室,5000,90.6,通州
朝青朝阳雅筑东北2室,9000,104.11,朝阳
四惠远洋天地一期西1室,8500,78,朝阳
宝星国际高层方正大一居室 目前已经改成小两居,9500,80,朝阳
宝星国际全南向大开间 装修保持好 安静不临街 方便看,7800,64.48,朝阳
崇文 广渠门 东花市 2室 室内如图 随时起租 集中供暖,7500,61.11,东城
清源东里正规三居室+居家装修家居电器齐全+带电梯不临街随时住,8600,104,海淀
方庄方庄六号南北3室,4800,166,丰台
大望路风度柏林南3室,13500,135,朝阳
朝青润枫水尚南北3室,18000,166,朝阳
果园苏荷时代南北1室,4200,78,通州
四惠东恒时代二期南北3室,15000,142,朝阳
居家 会 所 大望路旁 三环边 近地铁 豪 装,46000,238,朝阳
成寿寺鑫源国际东北2室,12000,150,丰台
颐慧佳园，开间，地铁，户型方正，东向,5200,38.76,海淀
保利 大三居 三个卫生间 3+1居室 空房,23000,147,朝阳
慧谷阳光 80平 全南向复式 不临街 配套齐全 随时可以看,10000,80,朝阳
方庄紫芳园二区南北3室,14000,138,丰台
南向一居室，高楼层，保持干净，刷卡入户,4200,68.17,通州
云趣园 低楼层南北3居室 家具齐全 装修保养好 可以长租,7200,115,昌平
林肯公园二期，120平米2居，空房，周边配套齐全，可聊价格,8800,120,大兴
南北通透2居室 居住自住 随可看 家具全齐,8000,96.96,朝阳
屋内干净整洁 装修保养很好  正规一居室 西南向采光效果好,9800,70,朝阳
武夷花园运河湾南2室,6000,89.16,通州
业主直租  别的公司没有 装修好 配套全,11000,89,朝阳
双井CBD总部公寓2期南北3室,12500,113.74,朝阳
宣武门四合上院南北3室,26000,154,西城
CBD温莎大道南北4室,50000,370,朝阳
酒仙桥晶都国际东南1室,6000,50,朝阳
崇文门新世界太华公寓东1室,12000,103,东城
望京花家地南里 板楼2居 明厅阳台 家私齐全 随时起租,7000,60,朝阳
裘马都4居40000元电梯房,40000,295,朝阳
广安门荣丰2008北1室,4500,38.6,西城
方庄芳星园3区南北2室,6700,60,丰台
大雄郁金香 南北三居室,8700,127,大兴
君安国际,9500,113.17,大兴
甘露园朝阳园西北2室,8800,86.32,朝阳
林肯公园 双卫 二居室 全齐,8500,95,大兴
福景苑 全齐三居室 装修保养好 近朝阳公园,40000,225.61,朝阳
宝星国际方正开间 中间楼层采光好 方便看,9800,83,朝阳
新康家园 南北通透 户型好,6800,103,大兴
慧忠北里，一居室，浅色靓装，内置齐备，月底入住,6500,61.9,朝阳
双井非常生活东2室,8300,64,朝阳
婚房装修开间 中层 房间保养好 地铁站10号线 业主直租,6000,48.61,朝阳
朝青国美第一城北东1室,6800,59.05,朝阳
停车方便 可以长租 空间大 适合做接待用房,60000,212.43,海淀
东花市本家润园C区北1室,6800,50,东城
九棵树蓝调沙龙东区南1室,3700,41.16,通州
富力城A区1居9000元电梯房,9000,62.09,朝阳
翠叠园南北三居室+双卧南+客厅北+高层采光好+有钥匙,16500,155,海淀
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,17500,157,海淀
云趣园三区，91平米，南北通透，户型方正，周边配套齐全,5700,91,昌平
车位，三居，万柳碧水云天，可配,26000,167.38,海淀
望京慧谷阳光南北2室,11000,91.5,朝阳
澳林春天5期正规一居室+居家装修家居电器齐全+带电梯不临街,7200,70.7,朝阳
科技园区怡海花园恒丰园东南3室,20000,199.75,丰台
宣武门四合上院南北2室,15000,98.63,西城
8号温泉对面，家具齐全，新换壁纸和地毯，可做工作室,36000,293,朝阳
【租赁店长 - 精选房源】  温馨 干净 整洁  可看4套,13000,60.18,朝阳
望京上京新航线西1室,7000,45.23,朝阳
上地东里，南北通透的大两居室，随时起租，可以合租,8600,96,海淀
临河里金隅花石匠南北3室,5300,92.16,通州
回龙观融泽嘉园南1室,5400,65.09,昌平
双井富力城D区南北3室,19500,157,朝阳
朝青润枫水尚南北3室,19000,178,朝阳
太阳宫半岛国际公寓东北1室,9300,53,朝阳
通州北苑世纪星城南西2室,8500,138.97,通州
果园新华联家园南区南北2室,5200,113.52,通州
亦庄国融国际西1室,4600,53,大兴
临河里k2海棠湾西2室,5400,82.88,通州
旧宫宣颐家园南1室,4900,75.81,大兴
望京望馨花园南北2室,10500,120,朝阳
方庄GOGO新世代西1室,5600,46.39,丰台
望京金隅丽港城东南3室,15000,135,朝阳
望京，中广宜景湾，格局方正的四居，全部家私齐全，采光好,22000,212,朝阳
望京，融科橄榄城，全南朝向的正规两居，双卧和客厅朝南，格局正,13500,94,朝阳
五道口，华清嘉园，西南双卫三居，装修不错，东西齐全，电梯入户,20000,150.96,海淀
安静不临街位置 南北通透三居室 可以半空房,15500,152,朝阳
业主直租 劲松双井 华腾园中高层西南三居室带车位 三卧分离,12000,116.05,朝阳
学知轩，西北大一居，中楼层效果好，近城华园，逸成东苑,7700,78.83,海淀
城华园西北两居，有钥匙，随时起租，之前没租过，东西齐全,7700,55.5,海淀
广安门玺源台南2室,12500,110,西城
双井国贸 首城国际高层东南北两居 业主直租 随时入住,10000,89,朝阳
龙跃苑三区，一层两居室，南北通透，采光好，小区出行方便,5400,92.13,昌平
丽都板块  丽都水岸  南向开间  精美地暖房 带 家居,9500,52.44,朝阳
瞰都国际  开间  精美木地板  带家居,7100,48,朝阳
朝阳 远洋天地 东北大三居 装修好,17000,135.8,朝阳
有钥匙，方正两居，中高层，家具电齐全，室内干净，市政供暖,7500,72,东城
亚运村安慧北里小区南2室 楼层好 家具全  方便 临地铁,7600,58.06,朝阳
华纺易城东区中间位置一居室 中低楼层 家私齐全 保养好。,6800,58,朝阳
南北通透两居室；家具齐全.看好价可谈+寻找爱护房子人,15000,89.64,朝阳
广安门荣丰2008西1室,3800,26.79,西城
凤凰城：随时起租.保持好.业主二次装修.户型好,22000,129,朝阳
果园雅丽世居南北1室,4200,76,通州
西二旗怡美家园南3室,2500,123,海淀
时间国际东北向一居室，全明格局，保持好，二次装修，有钥匙,12500,75,朝阳
凤凰城二期有钥匙、南北通透三居室、观景小区园林,35000,225.28,朝阳
望京金隅丽港城南西2室,10000,104.59,朝阳
望京花家地西里一区南北2室,8500,60.92,朝阳
有钥匙 带电梯 南北布局，双卫两居室，内置齐备 随时入住,11500,132,朝阳
主做楼盘 南北3居室 家具齐全 干净卫生 带电梯 不临街,19500,147.59,朝阳
广渠门外地铁站，正规西向一居，家具电齐全，室内干净，交通便利,5800,49.45,东城
万柳蜂鸟社区北1室,6200,52.23,海淀
国风北京 南北3居室 家具齐全 干净卫生 采光充足 不临街,17000,146,朝阳
望京，南湖嘉苑，南北四居，双卧朝南，全部家私齐全，采光好,22000,190,朝阳
国风上观南北三居，装修好，家私齐全，高楼层，随时入主,20000,184.46,朝阳
双井苹果社区北1室,13500,72,朝阳
北京花园+闹中取静+花园洋房+南北通透板楼,28000,199.29,朝阳
太阳宫金星园南北大三居室 齐全入住 保持好,19800,190,朝阳
裘马都1居室，家具齐全，保养好，随时起租,13500,75,朝阳
三元桥裘马都2居室+全南2居+保养好+家具齐全,16000,101,朝阳
融科1期南北三居，明厨双明卫，简约大方，高楼层，装修好,17000,133,朝阳
望京，朝庭公寓，全南朝向布局，落地窗设计，采光视野好，无遮挡,20000,190,朝阳
望京，全南朝向两居，格局方正，没有拐角浪费，随时配合看,10500,91.3,朝阳
凤凰城1期，南北3居室，家具齐全，直接住，可长租,21000,167,朝阳
临河里k2海棠湾南2室,6500,92.18,通州
双井首城国际A区西北1室,7200,46.33,朝阳
双井富力城A区南3室,16000,120,朝阳
双井百环家园西北2室,9500,112,朝阳
武夷花园百合湾北2室,4200,30,通州
广渠门金桥国际公寓南2室,9500,88.84,东城
万柳蜂鸟社区北1室,6500,48,海淀
十里堡爱这城一期南2室,8800,110,朝阳
十里堡东恒时代三期西1室,7500,63.3,朝阳
酒仙桥丽都水岸3期南1室,8800,52.44,朝阳
朝青华纺易城南北3室,13000,137,朝阳
朝青青年路小区南1室,5300,68,朝阳
望京澳洲康都南2室,11500,110,朝阳
望京望京花园西区南西2室,8500,80,朝阳
广安门丽水莲花2号院南2室,11000,104,西城
太阳宫水星园南北4室,23000,176.67,朝阳
大望路后现代城北1室,6300,50.56,朝阳
朗琴园 全明格局两居室 电器家具齐全 保养好 随时入住,8500,74,西城
百子湾金泰先锋东1室,7000,67.67,朝阳
十里堡爱这城一期北东1室,7500,63.16,朝阳
公主坟颐源居南西3室,13500,127.04,海淀
紫竹桥人济山庄一期东2室,13000,106,海淀
望京西园三区 保持的好安静不临街 家私齐全 采光好 无遮挡,12000,100,朝阳
成寿寺中海城圣朝菲东2室,7900,97.45,丰台
北四环嘉铭桐城75平米正规一居室方便看随时住 家具全,8000,75,朝阳
北四环鸟巢边慧忠北里155平米南北通透三居室14000随时看,14000,155,朝阳
北四环三空间117平米2居室一层带花园随时看,12000,117,朝阳
泛海国际碧海园+南北两居+全明户型+安静+景观好,23000,143,朝阳
南北四居+格局合理+带车位+可长租+家具齐全+金源+10号线,50000,326,海淀
上东8号 房况好 南向两居 有车位  地暖 临阳光上东,21000,130.78,朝阳
泛海碧海园+中层4居+配套齐全+家装全齐＋保养还不错,35000,245,朝阳
北部新区保利西山林语南北2室,5600,90.99,海淀
陶然亭中信沁园南北3室,26000,152,西城
垡头北京华侨城南北3室,14000,166,朝阳
星岛假日 户型方正 南北通透,9500,180.93,大兴
北部新区保利西山林语南北2室,5500,88,海淀
亚运村小营紫薇天悦东南1室,8500,88,朝阳
国锐金嵿 户型好 户型方正,25000,246,大兴
嘉美风尚3居18000元首租,18000,151,朝阳
西三环 丽泽桥北 保利百合花园 3室2厅2卫 全明格局,11000,84.96,丰台
天乐园，南北通透大一居，居家装修，家具齐全,9000,94.42,朝阳
嘉华印象 南北两居室 一层带花园 交通便利,5000,91,通州
拂林园，南北通透三居室，居家装修（北苑路北),14000,153,朝阳
凤凰城一期全南向复式，动静分离，正规四居室，家具齐全,29000,229.11,朝阳
双井首城国际B区南北2室,10000,87.04,朝阳
十里堡东恒时代三期南西1室,6500,54,朝阳
双井苹果社区南2室,12500,111,朝阳
CBD蓝堡国际公寓西1室,12000,65,朝阳
丽宫别墅 装修好 南北通透 视野采光好,21000,161.59,朝阳
梅园 二居室 南北通透,5500,79.13,大兴
房屋闲置，稳定靠谱租，可长期，户型好,30000,209,朝阳
一栋洋房，独栋别墅，500平米环绕花园，空房，报价5万可聊,50000,524.2,大兴
四环边+宜家家乐福购物+出门公园+方便！,9500,63.48,朝阳
上元君庭 全南二居室 采光好，家具齐全，10月份起租,8700,84,朝阳
婚房装修+家具齐全+南北3居复式+200平花园+阳光房,55000,429,朝阳
回龙观西大街  南北通透两居室,6000,95,昌平
天朗园，傲城财富，（公司用房）北苑路北,32000,235,朝阳
百合湾 南向三居室 空房  交通便利,5200,51.55,通州
领地OFFICE3居15000元空房,15000,108,朝阳
太阳公元，高层南向两居，家具齐全,15500,90,朝阳
林肯公园3居23000文化园地铁站,23000,218,大兴
金地格林小镇 低楼层两居室 采光无遮挡 有钥匙随时看,8000,110,大兴
钥匙房 正南北 户型方正好用 家具齐全 条件好聊,25000,199,朝阳
四惠通惠家园惠生园南北2室,7800,88,朝阳
上北鑫座1居5000元,4800,47.42,昌平
上北鑫座东向开间 装修好  带电梯,4300,46.92,昌平
上元君庭，三居室，居家装修，家具齐全,13000,133,朝阳
润枫水尚南向一居，家具齐全，地铁大悦城。,8000,68,朝阳
太阳宫新纪家园南西1室,6800,49,朝阳
郁金香，南北通透4居室，配置齐全，2层，可聊价格,8888,147.24,大兴
双井富力城D区北1室,11000,70.24,朝阳
万象新天南北大四居室 三面采光 看小区园林,14000,205.37,朝阳
富力十号 您梦想中的样子 管家私人服务 两梯一户一楼一卡,46000,228.51,朝阳
太阳宫太阳公元南北3室,22000,127,朝阳
望京新城四居室，全装全配，视野开阔，采光好，有车位，三套在租,14000,133,朝阳
上元君庭，空房四居室，南北向，可居家，可配齐，高层，景观房,18000,200,朝阳
颐慧佳园，带电梯三居室，齐全，集中供暖，地铁慈寿寺,15000,130,海淀
国贸别墅区+影音室+带花园+欧式装修+居家/接待均可,72000,408,朝阳
博客雅居 一居室 户型好,4000,56.54,大兴
富力城 高层东南三居 有钥匙 目前空房 可配齐,17500,136.77,朝阳
业主一直自住 保养的很好 您会喜欢的,28000,199,朝阳
芙蓉东路 京贸国际城 南向两居室  空房,5500,93.69,通州
国美东院正规一居，家具齐全，临地铁大悦城。,6500,57,朝阳
天畅园，公司用三居室，北苑路北,17500,186,朝阳
南北通透两居室 近霍营地铁 出行方便,6300,98.76,昌平
CBD蓝堡国际公寓西北1室,12000,71.67,朝阳
国瑞城中区+南北三居室+装修好+位置优越+有保姆间,18800,146.76,东城
美伦堡，高楼层，不临街位置，内置齐备，双明卫 电梯板楼,17500,160,朝阳
南北通透 明厨明卫 安静 前后花园 采光好 方庄站 素质住户,18000,204,丰台
国瑞城中区，有钥匙，东向一居，室内干净，家具电齐全，交通便利,7000,60,东城
家具齐全  落地窗  有钥匙  保养好 中间楼层 四惠地铁,13500,144,朝阳
望京好位置的门脸房 临马路阜通西大街 大面宽好位置,40000,227,朝阳
新怡家园南北两居，位置安静，室内干净，人车分流，交通便利,17000,135,东城
林肯公园，空房168平米3居室，周边出行方便，配套齐全,14000,168,大兴
一瓶南向阳光房，客厅带大阳台，正观园区花园，头次租，保养好,20000,139.83,西城
一瓶兰亭，东向开间，次顶层，齐全，陶然亭公园,6500,56,西城
朝青板块  国美家园   正规三居   中式古代风,12000,142.59,朝阳
珠江罗马嘉园正规三居 东西通透 保养好 全齐,13000,138.9,朝阳
首租 东花市 南北2室 中间楼层 室内如图 可长租 近富贵园,8600,80,东城
远洋山水南区 101平西北向两居室 装修保养好 视野好,8500,101.13,石景山
出门既是地铁，南向两居室。视野好、装修干净整洁。,11000,73.3,朝阳
有视频 阳光满满 正规一居 户型好 空间大,8000,71,朝阳
双井九龙花园西2室,9800,120,朝阳
兄得 回龙观西大街附近  正规南北通透三居室 家具电器齐全,2300,112,昌平
流星花园 南北2居室 家具齐全,8000,102,昌平
为你而选 家的方向 新康家园96.55平南北通透两居 采光足,6500,96.55,大兴
新怡家园+南北通透2.5居+有钥匙+居家装修,16000,130.6,东城
三元桥 裘马都 南北四居室 东边户 中层采光无遮,40000,292,朝阳
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,6600,44.41,海淀
新起点嘉园 户型方正 干净整洁 中层采光好 合适,7800,68,海淀
世纪城+南北通透四居室+车位+金源+10号线,23000,208,海淀
慧谷阳光南北两居室 安静不临街 带电梯 采光视野好,11000,92,朝阳
大西洋南向两居室 安静不临街 采光视野好 带电梯,14000,90,朝阳
上京新航线东向一居室 安静不临街 采光视野好 带电梯,7000,43,朝阳
广渠门外地铁，正规两居，格局方正，高层视野开阔，家具电齐全,10500,85,东城
天鹅湾南向两居，装修保养好。,13500,117.89,朝阳
光大水墨风景大两居室+婚房装修家居电器齐全+带电梯不临街,16000,99.44,海淀
国奥村 不临街 客厅挑空 带露台 边单元 3面通透采光,34000,232,朝阳
富力城A区 高层全南三居室 自住房 保养好 元旦起租,20000,135.36,朝阳
宝星国际全南向大开间 安静不临街 装修保持好 随时可看,8000,66,朝阳
